Month,Day of the month,Hour of the day,Day of the week,Outdoor air dry bulb temperature,Outdoor air dew point temperature,Electrical load 1 hour ago,Electrical load 2 hour ago,Electrical load 3 hour ago,Electrical load 4 hour ago,Electrical load 5 hour ago,Electrical load 6 hour ago,Electrical load 7 hour ago,Electrical load 8 hour ago,Electrical load 9 hour ago,Electrical load 10 hour ago,Electrical load 11 hour ago,Electrical load 12 hour ago,Electrical load 13 hour ago,Electrical load 14 hour ago,Electrical load 15 hour ago,Electrical load 16 hour ago,Electrical load 17 hour ago,Electrical load 18 hour ago,Electrical load 19 hour ago,Electrical load 20 hour ago,Electrical load 21 hour ago,Electrical load 22 hour ago,Electrical load 23 hour ago,Electrical load 24 hour ago,Electrical load
6,26,9,7,15.5,11.1,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,404.5,409.7,412.5,406.3,401.5,394.5,392.6,374.6,349.9
6,26,10,7,16.9,10.5,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,404.5,409.7,412.5,406.3,401.5,394.5,392.6,355.4
6,26,11,7,18,11.1,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,404.5,409.7,412.5,406.3,401.5,394.5,359.7
6,26,12,7,18.9,11,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,404.5,409.7,412.5,406.3,401.5,360.6
6,26,13,7,19.8,10.7,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,404.5,409.7,412.5,406.3,370.1
6,26,14,7,19.8,12,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,404.5,409.7,412.5,368
6,26,15,7,19.5,12.3,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,404.5,409.7,376.8
6,26,16,7,18.9,11.4,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,404.5,362
6,26,17,7,17.6,10.8,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,391.8,356.9
6,26,18,7,16,11.8,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,378,355.7
6,26,19,7,15.1,12.9,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,373.8,350
6,26,20,7,14.9,13.9,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,363.3,342.7
6,26,21,7,15.1,14.1,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,356.9,330.3
6,26,22,7,15.1,14.4,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,351.7,331.5
6,26,23,7,14.3,14.3,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,341.7,322.8
6,27,0,1,14.6,14.6,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,322.7,330.7
6,27,1,1,15.1,15.1,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,320.7,329.5
6,27,2,1,15.4,15.4,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,315.7,328.2
6,27,3,1,15.7,15.7,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,316,334
6,27,4,1,15.8,15.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,320.7,337.8
6,27,5,1,15.9,15.9,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,320.5,362
6,27,6,1,16.1,16.1,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,334.6,390.3
6,27,7,1,16.6,16,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,337.9,416.4
6,27,8,1,17.2,15.5,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,337.1,471.4
6,27,9,1,18.1,16,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,349.9,559.9
6,27,10,1,18.5,14.3,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,355.4,575.6
6,27,11,1,19.2,13.2,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,359.7,586.8
6,27,12,1,19.7,11.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,360.6,585.3
6,27,13,1,20.7,10.7,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,370.1,589.3
6,27,14,1,20.6,9.9,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,368,581.7
6,27,15,1,20.7,10,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,376.8,473.9
6,27,16,1,20.6,8.4,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,362,451.3
6,27,17,1,20.2,8.6,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,356.9,435.5
6,27,18,1,19.6,8.9,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,355.7,408.3
6,27,19,1,18.7,8.9,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,350,388.7
6,27,20,1,17.9,9.1,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,342.7,374.6
6,27,21,1,16.8,8.8,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,330.3,357.5
6,27,22,1,15.9,9.3,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,331.5,351.2
6,27,23,1,15.1,9.7,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,322.8,345.1
6,28,0,2,14.4,9.6,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,330.7,363
6,28,1,2,13.5,9.4,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,329.5,341.3
6,28,2,2,12.8,9.3,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,328.2,338.5
6,28,3,2,11.5,9.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,334,336.2
6,28,4,2,10.9,9,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,337.8,342
6,28,5,2,12.2,9.8,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,362,371.4
6,28,6,2,13.9,10.4,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,390.3,398
6,28,7,2,15.3,10.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,416.4,421.6
6,28,8,2,16.8,8.8,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,471.4,460.3
6,28,9,2,18,9.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,559.9,490.7
6,28,10,2,18.4,9.6,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,575.6,547.5
6,28,11,2,19.4,8.5,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,586.8,591.3
6,28,12,2,19.6,8.7,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,585.3,581.8
6,28,13,2,20.3,8.8,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,589.3,575
6,28,14,2,20.4,9.4,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,581.7,584.3
6,28,15,2,19.1,7.8,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,473.9,561.9
6,28,16,2,15.7,11.5,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,451.3,532.1
6,28,17,2,14.1,12.6,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,435.5,501.2
6,28,18,2,13.9,12.8,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,408.3,462.4
6,28,19,2,13.4,12.8,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,388.7,424.2
6,28,20,2,14,13.1,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,374.6,408.6
6,28,21,2,14.4,14.1,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,357.5,395.6
6,28,22,2,13.3,12.6,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,351.2,371.4
6,28,23,2,13.6,13.2,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,345.1,373.6
6,29,0,3,13.9,13.7,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,363,386.2
6,29,1,3,13.5,11,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,341.3,371.4
6,29,2,3,11.9,10,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,338.5,356.2
6,29,3,3,11,10.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,336.2,353.3
6,29,4,3,11.2,10.6,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,342,357.9
6,29,5,3,11.9,11.4,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,371.4,386.3
6,29,6,3,13.3,12.1,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,398,435.8
6,29,7,3,14.5,12.2,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,421.6,469
6,29,8,3,15.2,12.5,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,460.3,511.4
6,29,9,3,16,11.5,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,490.7,536.3
6,29,10,3,15.4,13.1,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,547.5,557.8
6,29,11,3,15.3,12.2,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,591.3,565.4
6,29,12,3,15.3,12.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,581.8,561.8
6,29,13,3,14.9,13.5,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,575,572.9
6,29,14,3,14.8,14.4,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,584.3,561
6,29,15,3,15,14,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,561.9,555.7
6,29,16,3,15,14.4,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,532.1,529.9
6,29,17,3,15.5,14,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,501.2,496
6,29,18,3,15.5,13.8,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,462.4,476.9
6,29,19,3,15.3,14,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,424.2,449.5
6,29,20,3,15,13.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,408.6,425.4
6,29,21,3,15,13.6,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,395.6,413.7
6,29,22,3,14.4,13.9,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,371.4,369.7
6,29,23,3,14.1,13.5,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,373.6,367.1
6,30,0,4,14.1,13.7,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,386.2,389.8
6,30,1,4,14,13.5,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,371.4,370.8
6,30,2,4,14,13.7,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,356.2,373.6
6,30,3,4,13.7,13.5,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,353.3,373.2
6,30,4,4,13.4,13.4,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,357.9,384.8
6,30,5,4,13.4,13.4,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,386.3,406.3
6,30,6,4,13.7,13.7,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,435.8,449.1
6,30,7,4,14.6,13.9,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,469,483.1
6,30,8,4,15.8,14.2,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,511.4,497.1
6,30,9,4,17.2,14.6,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,536.3,542
6,30,10,4,17.5,13.4,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,557.8,557.7
6,30,11,4,19.2,11.8,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,565.4,569.5
6,30,12,4,19.5,11.9,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,561.8,566.7
6,30,13,4,19.3,11.8,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,572.9,567.4
6,30,14,4,19.5,12.8,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,561,580.1
6,30,15,4,20,12.3,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,555.7,554.8
6,30,16,4,19.7,11.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,529.9,529.9
6,30,17,4,19.2,12.2,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,496,503.4
6,30,18,4,18.1,11.7,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,476.9,459
6,30,19,4,17.6,12.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,449.5,440.2
6,30,20,4,17,12.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,425.4,412.5
6,30,21,4,16.9,13.2,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,413.7,410.6
6,30,22,4,16.3,13.7,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,369.7,400.4
6,30,23,4,16.3,13.4,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,367.1,390.1
7,1,0,5,16.5,13.5,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,389.8,376.2
7,1,1,5,16.2,13.1,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,370.8,396.5
7,1,2,5,15.9,12.9,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,373.6,393.5
7,1,3,5,15.8,12.9,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,373.2,397.1
7,1,4,5,15.2,13.4,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,384.8,408.3
7,1,5,5,15.4,13.6,408.3,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,406.3,417.1
7,1,6,5,14.5,13,417.1,408.3,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,449.1,460
7,1,7,5,14.6,13.5,460,417.1,408.3,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,483.1,473.1
7,1,8,5,15.8,13.6,473.1,460,417.1,408.3,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,497.1,507.3
7,1,9,5,17.6,12.9,507.3,473.1,460,417.1,408.3,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,542,535.9
7,1,10,5,16.8,13.4,535.9,507.3,473.1,460,417.1,408.3,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,557.7,561.7
7,1,11,5,16.8,13.1,561.7,535.9,507.3,473.1,460,417.1,408.3,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.5,573.1
7,1,12,5,15.6,13.2,573.1,561.7,535.9,507.3,473.1,460,417.1,408.3,397.1,393.5,396.5,376.2,390.1,400.4,410.6,412.5,440.2,459,503.4,529.9,554.8,580.1,567.4,566.7,569.3
